year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm83168,ca,42,33322,blue,black,financial services remarketing (lease),19600,20000
2012,Honda,Accord,LX-S,Coupe,automatic,1hgcs1b32ca004331,ca,42,33096,black,black,ahfc/honda lease trust/hvt  inc. eot,12650,13600
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad2au122492,ca,42,33039,silver,gray,star ford lincoln,7725,8500
2012,Honda,CR-V,EX,SUV,automatic,jhlrm3h54cc007178,ca,42,32923,blue,gray,ahfc/honda lease trust/hvt  inc. eot,17500,18200
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c58ce728380,ca,42,31388,gray,black,financial services remarketing (lease),28300,27500
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c55cdw85315,ca,42,30445,black,black,financial services remarketing (lease),29900,28500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56bf093972,ca,42,30107,black,black,financial services remarketing (lease),20000,21750
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7apxdl888657,ca,42,29165,gray,black,fleet link services inc,9825,10200
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f59ce382947,ca,42,28391,white,gray,ahfc/honda lease trust/hvt  inc.,11500,13000
2012,BMW,3 Series,335i,Coupe,manual,wbakg7c55ce263223,ca,42,27312,gray,gray,financial services remarketing (lease),31300,33000
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc5c7318718,ca,42,26691,white,gray,ge fleet services for itself/servicer,10450,11500
2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad3c5030092,ca,42,26375,white,gray,kearny pearson kia,15350,15400
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e1xbf331046,ca,42,26321,white,brown,gm financial,10300,11500
2011,BMW,3 Series,335i xDrive,Sedan,automatic,wbapl5g59bnn22990,ca,42,24856,black,black,financial services remarketing (lease),26200,28250
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ca599921,ca,42,24090,white,black,mercedes-benz financial services,22500,23000
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc0cba63263,ca,42,24065,black,black,ford motor credit company llc pd,21100,23000
2011,Jaguar,XF,Supercharged,Sedan,automatic,sajwa0he8bmr99939,ca,42,22555,black,black,jpmorgan chase bank n.a.,31600,33500
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap9dl771314,ca,42,22420,gray,black,nissan motor acceptance corporation,12200,12000
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt2bw189156,ca,42,21781,white,gray,nissan-infiniti lt,16250,18000
2013,Nissan,Altima,3.5 SL,Sedan,automatic,1n4bl3ap5dn530167,ca,42,20906,white,gray,nissan-infiniti lt,16850,17750
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,wddgj4hb9dg004804,ca,42,20705,White,black,mercedes-benz financial services,26700,25750
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f63ca045143,ca,42,20187,silver,black,ahfc/honda lease trust/hvt  inc. eot,13700,15300
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g57bnm83897,ca,42,20062,gray,beige,financial services remarketing (lease),21400,21500
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0bt008655,ca,42,19621,White,gray,nissan-infiniti lt,10600,12000
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad6d5055554,ca,42,19543,black,gray,kia motors america  inc,15900,16100
2013,Hyundai,Tucson,GLS,SUV,automatic,km8ju3ac4du587297,ca,42,19109,red,black,hyundai motor america/co car,16450,17500
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb2bf077405,ca,42,18862,silver,black,calstar motors inc,28300,26500
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a49da092260,ca,42,17831,white,beige,hyundai motor america/co car,17750,18200
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap7dl890253,ca,42,15343,gray,black,santander consumer,10400,11000
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a68dg228640,ca,42,14012,black,black,kia motors finance,22200,22200
2013,Kia,Optima,LX,Sedan,automatic,knagm4a75d5442817,ca,42,13929,white,beige,kia motors finance,14150,14300
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw682384,ca,42,13761,gray,black,nissan-infiniti lt,17500,18750
2013,Hyundai,Santa Fe,Limited,SUV,automatic,km8sr4hf7du008024,ca,42,13225,black,brown,hyundai motor america/co car,23400,26000
2014,Chevrolet,Camaro,LT,Coupe,automatic,2g1fb1e35e9238302,ca,42,11874,gray,black,midway hfc fleet/ars,22200,19500
2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a45ca055348,ca,42,11427,blue,gray,hyundai motor finance,15000,16400
2013,Jaguar,XF,Base,Sedan,automatic,sajwa0es1dps79829,ca,42,10067,black,tan,jaguar north america llc,33700,26000
2014,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,wauffafl3en030343,ca,42,9557,white,black,audi mission viejo,32100,32250
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee1dp178956,ca,42,8649,black,gray,toyota financial services,12950,13000
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,kmhtc6ae3du146243,ca,42,8467,black,black,hyundai motor america/co car,15050,16300
2011,Dodge,Challenger,Base,Coupe,automatic,2b3cj4dg5bh541845,ca,43,75407,gray,black,santander consumer,13400,14500
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4ddxcu163239,ca,43,72006,silver,black,hyundai motor finance,12700,14200
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb7ba638179,ca,43,70664,gray,black,bill pearce motors,21800,21000
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e07cf312837,ca,43,70402,white,gray,m/r motors inc,8200,9600
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5en8a1216540,ca,43,70367,white,black,exeter finance corp,6850,8600
2013,Toyota,Prius,Two,Hatchback,automatic,jtdkn3du6d1643123,ca,43,68829,white,black,i auto sales inc,13550,14600
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba04337,ca,43,65548,black,beige,ford motor credit company llc pd,16350,16600
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e35c1171477,ca,43,64722,silver,black,ge fleet services for itself/servicer,9000,8600
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c57cl665685,ca,43,59718,black,black,financial services remarketing (lease),31700,33500
2011,Toyota,RAV4,Limited,SUV,automatic,2t3yf4dvxbw082199,ca,43,55126,gold,beige,ge fleet services for itself/servicer,16200,16500
2013,Kia,Forte,LX,Sedan,automatic,knaft4a28d5738465,ca,43,54978,black,gray,exeter finance corp,7050,9200
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh691294,ca,43,54830,silver,gray,avis rac/san leandro,10950,11500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm80337,ca,43,54792,gray,black,financial services remarketing (lease),16700,17500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn402255,ca,43,52004,white,gray,nissan-infiniti lt,11250,11250
2010,Ford,Escape,XLT,SUV,automatic,1fmcu0dg4akd11795,ca,43,51837,gray,black,us bank,9875,11000
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0dg9ckc18905,ca,43,49575,black,black,ford motor credit company llc pd,12350,14600
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3bh259622,ca,43,49429,white,beige,jpmorgan chase bank n.a.,9575,11600
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c55cc613607,ca,43,47390,black,black,financial services remarketing (lease),33100,34250
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb2aa236009,ca,43,43888,white,off-white,mercedes-benz usa,21500,23500
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c52be578482,ca,43,42012,gray,black,financial services remarketing (lease),23700,25500
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg9dl604791,ca,43,41997,black,black,avis corporation,24200,25250
2013,Hyundai,Santa Fe,Sport,SUV,automatic,5xyztdlb2dg045704,ca,43,41783,green,beige,avis rac/san leandro,17600,17400
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg4er119759,ca,43,41633,silver,black,enterprise vehicle exchange/orange,15350,15100
2011,BMW,3 Series,335is,Convertible,automatic,wbadx1c55be570637,ca,43,40681,black,White,financial services remarketing (lease),29900,30000
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bdu54138,ca,43,40276,black,black,financial services remarketing (lease),29000,28600
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c52bc802659,ca,43,39422,beige,White,financial services remarketing (lease),28300,28750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnn59299,ca,43,39120,blue,gray,financial services remarketing (lease),18800,19500
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc280391,ca,43,38974,silver,black,enterprise vehicle exchange/orange,12800,13600
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f67ca075519,ca,43,38065,silver,black,ahfc/honda lease trust/hvt  inc. eot,12850,14600
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mt5bw575926,ca,43,37515,white,gray,nissan motor acceptance corporation,14850,15300
2012,BMW,3 Series,335i,Convertible,automatic,wbadx7c54ce744332,ca,43,37509,black,White,financial services remarketing (lease),29800,31500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g50bnm82784,ca,43,36808,blue,gray,financial services remarketing (lease),19500,17900
2013,Toyota,Tacoma,V6,Double Cab,automatic,3tmlu4en7dm117820,ca,43,36744,silver,gray,american road leasing inc,27200,26750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnn58976,ca,43,36736,white,black,financial services remarketing (lease),19150,20000
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c52cc807958,ca,43,34966,white,black,the car exchange,34000,32500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn427568,ca,43,34554,white,black,nissan-infiniti lt,12400,14750
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn428611,ca,43,34336,White,gray,nissan-infiniti lt,12400,12000
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb6bf652521,ca,43,33106,white,black,gossler motors,19600,19750
2010,Chevrolet,Equinox,LTZ,SUV,automatic,2cnalfew5a6309110,ca,43,32078,beige,brown,onemain rem/casey's car inc,15200,12500
2012,Hyundai,Santa Fe,Limited,SUV,automatic,5xyzk4ag3cg123827,ca,43,31776,silver,black,hyundai buybacks,17350,15250
2011,Ford,Edge,Limited,SUV,automatic,2fmdk4kc9bbb55301,ca,43,31519,black,black,ford motor credit company llc pd,22500,23300
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm79007,ca,43,31315,black,black,financial services remarketing (lease),19850,20750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm83672,ca,43,30673,black,black,financial services remarketing (lease),19950,21000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c54bf093274,ca,43,30669,white,black,financial services remarketing (lease),19950,22750
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7g55bnn71294,ca,43,30185,black,black,financial services remarketing (lease),20500,20500
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxbc862482,ca,43,30083,black,black,nissan-infiniti lt,17150,18000
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjlak5cw208177,ca,43,29745,silver,black,remarketing by ge/mission fcu,14750,15750
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c5xce729224,ca,43,29297,white,black,financial services remarketing (lease),28600,30000
2013,Kia,Sorento,LX,SUV,automatic,5xykt4a22dg332853,ca,43,28790,blue,black,kia motors america  inc -lemon law buybacks,16800,13500
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac1ch396270,ca,43,27949,black,tan,hyundai motor finance,11550,12900
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c57cdw24497,ca,43,27181,black,black,financial services remarketing (lease),33300,34750
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap0dl867784,ca,43,26850,blue,black,a l financial corporation,10100,9500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm72058,ca,43,26844,white,black,financial services remarketing (lease),20500,21000
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153673,ca,43,26506,white,tan,nissan-infiniti lt,12900,14750
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce728595,ca,43,26425,blue,brown,financial services remarketing (lease),29000,29000
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn31666,ca,43,25000,black,black,financial services remarketing (lease),21100,22500
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8dr256694,ca,43,23941,black,gray,hoehn motors inc,22600,21750
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb0dr255362,ca,43,23615,white,black,hoehn motors inc,22600,22250
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2dr241947,ca,43,22984,white,black,mercedes-benz financial services,22800,21750
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c58cdw24170,ca,43,22371,black,black,financial services remarketing (lease),34300,34750
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,kmhec4a4xda091246,ca,43,22143,red,beige,hyundai motor america/co car,17150,17100
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh740633,ca,43,22033,silver,gray,hyundai motor finance,13050,13700
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad8d5056639,ca,43,21642,white,black,kia motors america  inc,15900,16600
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc158506,ca,43,18891,gray,black,nissan-infiniti lt,13400,15500
2013,Nissan,Versa,1.6 S Plus,Sedan,manual,3n1cn7apxdl889033,ca,43,18366,gray,black,santander consumer,9300,9500
2013,Nissan,Altima,3.5 SL,Sedan,automatic,1n4bl3ap0dn463283,ca,43,16417,silver,black,nissan north america inc.,17050,16250
2011,Chevrolet,Camaro,2LT,Coupe,automatic,2g1fc1ed4b9146292,ca,43,15189,white,black,puklich chevrolet inc,19800,20750
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c51be683532,ca,43,13579,green,White,financial services remarketing (lease),22400,20500
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc153415,ca,43,12490,gray,black,nissan-infiniti lt,13850,15000
2013,Nissan,Sentra,FE+ S,Sedan,automatic,3n1ab7ap3dl639052,ca,43,11338,gray,black,bank of the west,11000,12400
2013,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7du226203,ca,43,11041,black,beige,hyundai motor finance,19800,12500
2014,Chevrolet,Equinox,LS,SUV,automatic,1gnalaek0ez103344,ca,43,8051,gold,black,us bank,17400,16750
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg7cr212205,ca,43,7521,silver,black,ford motor credit company llc pd,15400,14500
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c50be575760,ca,44,75058,black,black,lease remarketing services inc,18950,20650
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e03cf277854,ca,44,72362,silver,gray,fleet street remarketing llc,8850,8800
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a6xdg089207,ca,44,67229,white,gray,kia motors finance,18300,19000
2011,Mercedes-Benz,E-Class,E350 BlueTEC,Sedan,automatic,wddhf2eb9ba351922,ca,44,61083,gray,beige,nvp remarketing,24000,25250
2012,Ford,Edge,Sport,SUV,automatic,2fmdk4ak9cba53541,ca,44,60399,silver,black,ford motor credit company llc pd,21700,23700
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee5cp045583,ca,44,55665,silver,gray,first investors servicing corp,9675,10500
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc808722,ca,44,54898,white,tan,financial services remarketing (lease),30600,31000
2012,Nissan,Versa,1.6 S,Sedan,automatic,3n1cn7ap7cl866033,ca,44,53923,blue,black,exeter finance corp,7925,8200
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdw24979,ca,44,53230,white,White,financial services remarketing (lease),25500,25750
2013,Kia,Sorento,LX,SUV,automatic,5xyktda2xdg322880,ca,44,48050,silver,gray,kia motors america  inc -lemon law buybacks,15700,12750
2011,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5gb8bf079854,ca,44,47993,silver,gray,mercedes-benz financial services,26100,26000
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c53ce755730,ca,44,47581,white,off-white,financial services remarketing (lease),20900,21250
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dc297887,ca,44,45685,gray,beige,enterprise veh exchange/rental,12550,13200
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn404113,ca,44,45196,black,black,nissan-infiniti lt,11700,12200
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dc275940,ca,44,44303,silver,black,enterprise vehicle exchange/orange,12550,13000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be852392,ca,44,43583,black,black,financial services remarketing (lease),18200,19250
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c51cdy28437,ca,44,43260,black,black,high bid trading co inc,29900,27750
2009,BMW,5 Series,528i xDrive,Sedan,automatic,wbanv13559c154975,ca,44,41128,black,off-white,financial services remarketing (lease),17100,17800
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc847117,ca,44,41118,white,black,nissan-infiniti lt,16400,17000
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae8dh348469,ca,44,39935,silver,gray,enterprise vehicle exchange/orange,11250,11000
2011,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap7bn483291,ca,44,39215,beige,beige,nissan-infiniti lt,11250,12000
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh344075,ca,44,38170,gray,beige,enterprise vehicle exchange/orange,11350,11600
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c54cc808772,ca,44,37915,black,black,financial services remarketing (lease),33500,34000
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac6dh743092,ca,44,36991,white,beige,avis rac/san leandro,12100,13400
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc2cba37750,ca,44,36575,white,black,ford motor credit company llc pd,20000,22000
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,kmhgc4dh6du220492,ca,44,35995,silver,black,hyundai motor america/co car,25900,27200
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp1ct016331,ca,44,33846,black,gray,nissan-infiniti lt,10400,12100
2011,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee1bj088711,ca,44,33452,white,gray,wells fargo dealer services,10150,11600
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f38ca215423,ca,44,33415,silver,gray,ahfc/honda lease trust/hvt  inc.,12000,13400
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5cba60246,ca,44,32802,black,black,ford motor credit company llc pd,19400,18400
2011,BMW,3 Series,328i,Wagon,automatic,wbaut9c51ba191622,ca,44,32741,white,beige,financial services remarketing (lease),22600,24750
2013,Hyundai,Tucson,Limited,SUV,automatic,km8ju3ac6du590752,ca,44,32413,white,beige,hyundai motor america/co car,16150,17500
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac8ch375638,ca,44,32160,white,black,hyundai motor finance,15850,16700
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c5xbe852124,ca,44,31979,white,black,financial services remarketing (lease),19800,23000
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba60133,ca,44,31566,blue,black,ford motor credit company llc pd,19550,19800
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c57be578428,ca,44,31517,white,gray,financial services remarketing (lease),25000,26250
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb2ca594172,ca,44,31215,gray,black,mercedes-benz financial services,28700,29000
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5c52bf125527,ca,44,29932,blue,tan,financial services remarketing (lease),20500,20500
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c57bf093253,ca,44,29792,black,beige,financial services remarketing (lease),20100,20500
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0dc844429,ca,44,29616,white,black,nissan motor acceptance corporation,19000,22500
2012,Ford,Mustang,GT,Coupe,manual,1zvbp8cf3c5270248,ca,44,28781,blue,gray,frank toyota,19850,20250
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fkxcu517509,ca,44,27262,White,black,toyota financial services,16900,18200
2013,Nissan,Altima,3.5 SL,Sedan,automatic,1n4bl3ap2dn471000,ca,44,26165,White,black,nissan-infiniti lt,16650,17250
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g51bnm83913,ca,44,26145,black,tan,financial services remarketing (lease),20600,21250
2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f88ca039488,ca,44,25954,white,beige,bank of the west,16500,17800
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5ebxba528653,ca,44,25625,white,White,mercedes-benz financial services,20400,20500
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4acxch406016,ca,44,25054,white,black,hyundai motor finance,16450,17100
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c54cdx02654,ca,44,24506,blue,White,financial services remarketing (lease),33800,33000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c59be852762,ca,44,24382,black,black,financial services remarketing (lease),20800,23000
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a65dg171118,ca,44,24131,black,black,high bid trading co inc,21200,21250
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578799,ca,44,23723,white,black,financial services remarketing (lease),26100,28500
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac0ch365704,ca,44,23468,white,beige,hyundai motor finance,16400,17500
2012,Jaguar,XF,Base,Sedan,automatic,sajwa0fb3cls57383,ca,44,22339,white,beige,high bid trading co inc,29400,30500
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad0d5057798,ca,44,20984,white,black,kia motors america  inc,15900,16500
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c5xcfj88779,ca,44,19411,gray,White,financial services remarketing (lease),26600,27250
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae9dh243696,ca,44,19035,gray,gray,hyundai motor america/co car,12500,12600
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad0d5055811,ca,44,18554,gray,black,kia motors america  inc,15950,15700
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l35cr239363,ca,44,17319,white,tan,wholesale motor sales inc,15100,14600
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a46da091339,ca,44,16684,white,tan,hyundai motor america/co car,14900,14800
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct023963,ca,44,16312,White,gray,nissan-infiniti lt,11600,12750
2013,Kia,Optima,EX Hybrid,Sedan,automatic,knagm4ad1d5057809,ca,44,16045,white,beige,kia motors america  inc,16000,16800
2011,Mercedes-Benz,S-Class,S400 Hybrid,Sedan,automatic,wddng9fb7ba385803,ca,44,15154,black,black,mercedes-benz usa,31700,31500
2013,Nissan,Murano,SL,SUV,automatic,jn8az1mu6dw209263,ca,44,14805,gray,black,nissan motor acceptance corporation,24100,25250
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap7dc829796,ca,44,14421,white,tan,nissan motor acceptance corporation,21300,20000
2013,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk2dr316831,ca,44,13948,beige,beige,toyota financial services,14950,14900
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn474181,ca,44,13853,white,gray,nissan-infiniti lt,13750,13250
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg559481,ca,44,12862,gray,black,kia motors america  inc,20700,21000
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f49ca090926,ca,44,12218,gray,gray,ahfc/honda lease trust/hvt  inc. eot,13450,15300
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mt1dw510445,ca,44,12194,gray,black,nissan motor acceptance corporation,16000,16250
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep7cc106371,ca,44,11015,white,black,nissan-infiniti lt,15000,15250
2013,Nissan,Altima,3.5 SL,Sedan,automatic,1n4bl3ap4dc907342,ca,44,10929,black,black,nissan motor acceptance corporation,17250,20250
2013,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep0dc290165,ca,44,10510,gray,black,team nissan,15650,15500
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a4xda091084,ca,44,9539,silver,gray,hyundai motor america/co car,15450,14900
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg570979,ca,44,9161,silver,black,kia motors america  inc,20800,22250
2014,Chevrolet,Camaro,LS,Coupe,manual,2g1fe1e34e9190976,ca,44,7924,white,black,tdaf remarketing,17850,18500
2011,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac1bh273581,ca,45,79131,white,purple,jpmorgan chase bank n.a.,10950,11500
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be4ca778188,ca,45,68895,silver,gray,the hertz corporation,24600,25000
2012,Ford,Edge,SE,SUV,automatic,2fmdk3gc4cba60486,ca,45,67529,silver,black,ford motor credit company llc pd,12900,10800
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50cl724217,ca,45,50002,gray,black,financial services remarketing (lease),25600,26000
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5g51bnn00933,ca,45,49117,black,black,financial services remarketing (lease),22700,23000
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dn450766,ca,45,48463,white,beige,wheels exchange llc,12350,14000
2012,Hyundai,Genesis,3.8,Sedan,automatic,kmhgc4dd7cu153669,ca,45,48016,black,black,hyundai motor finance,15400,16500
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb3ba629740,ca,45,41511,black,black,walters auto sales/service inc,26300,26750
2012,Kia,Optima,LX,Sedan,automatic,5xxgm4a75cg027509,ca,45,39404,silver,gray,kia motors america  inc -lemon law buybacks,11700,10250
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxct017946,ca,45,38247,silver,gray,mossy nissan oceanside,10750,9000
2012,BMW,3 Series,335i,Coupe,automatic,wbakg7c52ce802266,ca,45,37632,gray,tan,financial services remarketing (lease),30200,32000
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae0dh358462,ca,45,37290,white,beige,enterprise vehicle exchange/orange,11400,11000
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9br188070,ca,45,36395,black,black,jpmorgan chase bank n.a.,9950,10000
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnm76858,ca,45,36389,gray,gray,financial services remarketing (lease),19200,21500
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac5ch396608,ca,45,35729,silver,gray,hyundai motor finance,15650,16300
